time,0,1,2,3,4,5,6,7,8,9,var
201408,0.044596912521440824,0.04631217838765009,0.054030874785591765,0.05231560891938251,0.044596912521440824,0.06260720411663807,0.04888507718696398,0.05060034305317324,0.051457975986277875,0.5445969125214408,0.0024431374818118727
201411,0.0,0.0,0.0017006802721088435,0.047619047619047616,0.06462585034013606,0.02891156462585034,0.0017006802721088435,0.11394557823129252,0.0,0.7414965986394558,0.005223183755739636
201412,0.0,0.0018832391713747645,0.0018832391713747645,0.21657250470809794,0.1864406779661017,0.3992467043314501,0.0,0.1016949152542373,0.0,0.09227871939736347,0.0017769557570806685
201501,0.0013850415512465374,0.01662049861495845,0.01662049861495845,0.5844875346260388,0.023545706371191136,0.18698060941828254,0.00554016620498615,0.055401662049861494,0.0,0.10941828254847645,0.0032529847240446454
201502,0.002188183807439825,0.00437636761487965,0.0010940919037199124,0.030634573304157548,0.02188183807439825,0.02735229759299781,0.002188183807439825,0.8949671772428884,0.0,0.015317286652078774,0.007815513707138757
201504,0.07892242809079278,0.39445997672790073,0.1839201377371306,0.07288747782042575,0.020289374338561657,0.0546762703565054,0.09266718265438827,0.049301047244467607,0.029919916599535606,0.02295618843029164,0.0012978640625823518
201505,0.15834203503886762,0.20457709711103378,0.018679661213597865,0.045132846037823415,0.02404571295974011,0.07193409908342036,0.03680821441002437,0.03680821441002437,0.363905325443787,0.03976679429168117,0.0012420086254503956
201507,0.022546419098143235,0.09416445623342175,0.5862068965517241,0.007957559681697613,0.007957559681697613,0.006631299734748011,0.20159151193633953,0.006631299734748011,0.0623342175066313,0.003978779840848806,0.003308543646968598
201508,0.17102880475741902,0.1277107905860506,0.09713246275836025,0.027401314174043397,0.02491926627876013,0.03881063769105425,0.15595305956769617,0.07140539991420235,0.2621315845262242,0.023506679746189647,0.0006284366709227093
201509,0.13934464603143776,0.08112243822048663,0.09956064412719183,0.03543019884615665,0.03874477987184616,0.022370071197955817,0.16545843343608077,0.041004856880805685,0.35112053031333773,0.025843401074700983,0.0010242042103560777
201510,0.1753906169206657,0.09297367214002446,0.14712647793005235,0.0649764914008693,0.05285342830566389,0.049931425228423656,0.12307504948572806,0.06199829759668939,0.18668704616134316,0.04498749483053999,0.0002936437097029213
201511,0.13173898798071065,0.14522580441448293,0.1442028100920131,0.051004553857369773,0.06642626136114149,0.05470583011066353,0.1828149482621623,0.05354393093667735,0.08513305708422458,0.08520381590055427,0.00022269301913248451
201512,0.09583738731197512,0.1369192134638199,0.1478471136047299,0.07676098637001876,0.12768626303978214,0.08139877595827245,0.059961620522959835,0.06588887948601785,0.11484249018683307,0.09285727005559091,9.2891631986738e-05
201601,0.05094563881973582,0.2803276795888118,0.05724150040936297,0.0584966491100359,0.08208846083806097,0.13795584588078205,0.08909020861345647,0.07751650684054354,0.04152798209424581,0.12480952780496467,0.0004988412203480853
201602,0.006347332856980227,0.088213670163971,0.13381032496612658,0.1325005191642331,0.2271448475979238,0.04667228435544249,0.05438476815299995,0.16622699523454726,0.0026921672924488946,0.14200709021532668,0.0005313221465520268
201603,0.008811825582983155,0.027890480528400322,0.0391222006120063,0.15298284227826908,0.09215292513955703,0.11400853932642187,0.015007093326182143,0.1739342327837519,0.0028155493605130275,0.37327431106191516,0.0013011100137635214
201604,0.0,0.015439223193607717,0.01645406446345677,0.06273492719203642,0.11244386410872345,0.165444174352568,0.001963213919735659,0.21186381004620666,0.00017250301880282904,0.4134842197048625,0.0017813281362367111
201605,0.0,0.0043417836521419985,0.006389903623846331,0.06078292532854819,0.09336062408338083,0.10798564183739809,0.0,0.09265497488153392,0.0,0.6344841465931507,0.0037254047509523275
201606,0.0,0.001282051282051282,0.00202020202020202,0.05230930024615984,0.1019274579784134,0.2649184377237548,0.0,0.0989188323583228,0.0,0.47862371839109585,0.00246865080335027
201608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026690391459074734,0.0,0.9973309608540926,0.009940846324978998
201609,0.11609498680738786,0.09498680738786279,0.09762532981530343,0.11609498680738786,0.08970976253298153,0.07651715039577836,0.11345646437994723,0.09498680738786279,0.09498680738786279,0.10554089709762533,1.6313819406251237e-05
